has_preamble,preamble_text,question,answer,subject,subject_topic,form,difficulty,question_type
No,None,Find the value of $\sin 2 \theta$ given that $\cos \theta=3 / 5$ and $0 \leq \theta<\pi / 2$,$8 / 17$,Trigonometry,,,,1
No,None,A triangle has one angle as $90^{\circ}$ and another angle as $30^{\circ}$. Find the third angle.,$60^{\circ}$,Mathematics,,,,1
No,None,The sum of the interior angles of a polygon is $180^\circ$ more than twice the number of sides. How many sides does the polygon have if the sum of the interior angles is $1080^\circ$?,6,Mathematics,,,,1
No,None,The sum of the interior angles of a polygon is $180^\circ$ more than twice the number of sides. How many sides does the polygon have if the sum of the interior angles is $1080^\circ$?,6,Mathematics,,,,1
No,None,Find the measure of the angle between the hour hand and the minute hand of a clock at 3:40.,150Â°<|end_of_text|>,Trigonometry,,,,1
No,None,Find the exact value of $\cos \left(30^{\circ}-\pi / 6\right)$.,$\frac{1}{2} \sqrt{3} / 2$,Trigonometry,,,,1
No,None,Find the exact value of $\cos \left(30^{\circ}-\pi / 6\right)$.,$\frac{1}{2} \sqrt{3} / 2$,Trigonometry,,,,1
No,None,Find the area of a sector of a circle of radius $10 \mathrm{~cm}$ whose central angle is $60^{\circ}$.,$8 \pi \mathrm{~cm}^{2}$,Trigonometry,,,,1
No,None,Find the mean of the first four odd numbers.,5,Mathematics,,,,1
No,None,Find the value of $\cos 15^{\circ} \cos 75^{\circ}$,$\frac{1}{2}$,Trigonometry,,,,1
No,None,Find the value of $\cos 15^{\circ} \cos 75^{\circ}$,$\frac{1}{2}$,Trigonometry,,,,1
No,None,"If $x$ is a real number such that $x^{2}+2 x-3=0$, find the value of $x^{2}+3 x+1$.",2,Mathematics,,,,1
No,None,"If $\mathrm{A}, \mathrm{B}, \mathrm{C}$ are the angles of an equilateral triangle, find the measure of the angle $\mathrm{A}+\mathrm{B}-\mathrm{C}$.",$180^{\circ}$,Trigonometry,,,,1
No,None,"If $\mathrm{z}$ is a complex number such that $|\mathrm{z}-1|=2$, find $|\mathrm{z}+1|$.",3,Mathematics,,,,1
No,None,Find the angle between the positive $y$-axis and the terminal side of an angle in standard position that measures $150^{\circ}$.,$30^{\circ}$,Trigonometry,,,,1
No,None,"If $\mathrm{tan} \alpha=2 / 3$ and $\mathrm{tan} \beta=1 / 3$, find the value of $\alpha+\beta$.",$45^{\circ}$,Mathematics,,,,1
No,None,Find the value of $\cos 15^{\circ}$ to 2 places of decimal.,0.98,Trigonometry,,,,1
No,None,"In a right-angled triangle, if the hypotenuse is $10 \mathrm{~cm}$ and the angle at the vertex of the hypotenuse is $30^{\circ}$, what is the length of the side adjacent to the angle?",$5 \mathrm{~cm}$,Trigonometry,,,,1
No,None,"In a right-angled triangle, if the hypotenuse is $10 \mathrm{~cm}$ and the angle at the vertex of the hypotenuse is $30^{\circ}$, what is the length of the side adjacent to the angle?",$5 \mathrm{~cm}$,Trigonometry,,,,1
No,None,Find the measure of the angle between the hands of a clock at 10:30 am.,$120^{\circ}$<|end_of_text|>,Trigonometry,,,,1
No,None,Find the value of $\theta$ in degrees if $\tan \theta=-1 / 2$ and $\sin \theta=-1 / \sqrt{5}$.,$-60^{\circ}$ or $120^{\circ}$<|end_of_text|>,Trigonometry,,,,1
No,None,"If $x=2 / 3$ and $\mathrm{y}=1 / 5$ are the lengths of two sides of a triangle, find the measure of the third side if the angle between the sides is $120^{\circ}$.",$2 \sqrt{3} \mathrm{~cm}$,Trigonometry,,,,1
No,None,"If $\mathrm{f}(\mathrm{x})=\mathrm{x}^{2}+\mathrm{x}-2$ and $\mathrm{g}(\mathrm{x})=\mathrm{x}^{2}+3 \mathrm{x}+2$, find $\mathrm{f}(\mathrm{g}(2))$.",2,Mathematics,,,,1
No,None,"Find the value of $\theta$ in the given triangle, if $\sin \theta=2 / 3$ and $\cos \theta=1 / 2$.",$30^{\circ}$,Trigonometry,,,,1
No,None,"Find the area of the triangle whose sides are 3 cm, 4 cm and 5 cm long.",6 cm2,Trigonometry,,,,1
No,None,A man travels 40 km at 10 km/h and returns in 3/4 the time. Find the speed of the return journey.,20 km/h,Mathematics,,,,1
No,None,"Find the equation of the line through the point $\left(1,-3\right)$ and perpendicular to the line $y=2 x+1$.",$y=-2 x-7$,Mathematics,,,,1
No,None,Find the value of $\sin \left(90^{\circ}-\alpha\right)$ if $\cos \alpha=\frac{1}{2}$.,$\frac{\sqrt{3}}{2}$,Mathematics,,,,1
No,None,Find the value of $x$ if $\tan (3 x-60)=\tan (3 x+60)$,$60^{\circ}$,Mathematics,,,,1
No,None,"If $\mathrm{sin} \alpha=3 / 5$ and $\alpha$ is acute, find $\cos \alpha$",$4 / 5$,Trigonometry,,,,1
No,None,"If $\mathrm{sin} \alpha=3 / 5$ and $\alpha$ is acute, find $\cos \alpha$",$4 / 5$,Trigonometry,,,,1
No,None,"Find the perimeter of the polygon whose vertices are $A(2,-3), B(4,-2), C(6,1), D(4,4)$.",20,Mathematics,,,,1
No,None,Find the angle between the hands of a clock at 12:15,$30^{\circ}$,Trigonometry,,,,1
No,None,Find the roots of the quadratic equation $2 x^{2}-4 x-3=0$.,"$x=-3 / 2,1 / 2$",Mathematics,,,,1
No,None,"If $\tan \alpha=4 / 3$, find $\tan \left(\alpha+60^{\circ}\right)$",$2 \sqrt{3} / 3$,Mathematics,,,,1
No,None,Find the angle between the hands of a clock at 3:30 pm,$30 \mathrm{m}$,Trigonometry,,,,1
No,None,"Find the value of $\theta$ in the triangle with sides $6, 8$ and $10$.",$\theta=60^{\circ}$,Trigonometry,,,,1
No,None,Find the value of $x$ in the triangle given,$30^{\circ}$,Trigonometry,,,,1
No,None,What is the term for the change in the frequency of alleles in a population over time?,Evolution<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following is a characteristic of a species that is renowed for its large size?,Gigantism<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the name of the group of closely related species that share a common ancestor?,Clade<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the term for the change in allele frequency within a population?,Evolution<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the most important factor in the evolution of a population?,Natural selection<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Why is the fossil record incomplete?,Because not all organisms die and become fossils and not all fossils are found.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,How do organisms become adapted to their environments?,By natural selection<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the name given to the process whereby an organism acquires new characteristics that are not present in its parents?,Evolution<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,"The term ""artificial selection"" was first used by",Charles Darwin<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the name given to the study of the history of life on Earth?,Palaeontology<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,The fossil record of a group of organisms shows a series of species that are progressively more similar to one another.,Anagenesis<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,The fossil record of an organism shows that it was adapted to living in a cold environment. Which of the following best explains the origin of this adaptation?,Natural selection<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the relationship between the evolution of a new species and the evolution of a new gene?,The evolution of a new species does not necessarily require the evolution of a new gene. The evolution of a new gene is not a prerequisite for the evolution of a new species.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,How does a new gene arise?,"By mutation, by recombination, or by horizontal gene transfer.<|end_of_text|>",Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the mechanism of evolution by which the ancestors of birds became birds?,Natural Selection<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,"Explain the following statement: ""If a mutation occurs in a gene, it is the selective forces that determine whether the mutation will be fixed in the population or not""","A mutation occurs randomly. It does not occur in response to a particular environmental condition. Whether the mutation will be fixed in the population depends on the effect of the mutation on the organism's ability to survive and reproduce. If the mutation is advantageous, it will be fixed in the population. If it is disadvantageous, it will be eliminated by natural selection.<|end_of_text|>",Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,The rate of evolution in a population is determined by the rate of change of what?,Genetic variance<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the role of DNA in the process of evolution?,It is the genetic material of all organisms and thus carries information from one generation to the next.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the name given to the group of organisms that share a common ancestor?,Clade<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following is a major factor in the evolution of species?,Mutation<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the most important factor in the evolution of species?,Natural selection<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,"The fossil record of the horse family shows that the earliest fossil horse had a large body, short legs, a long tail, and a single-toed hoof on each limb. The modern horse has a small body, long legs, a short tail, and three-toed hooves on each limb. Explain how the horse's body changed over time.",Evolution of the horse body over time can be explained by the process of natural selection.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,"In the case of a gene that is expressed in only one tissue, how is the gene sequence preserved during evolution?",By natural selection<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the term for the evolutionary history of a species or group of species?,Phylogeny<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the basis for the evolutionary relationship between the fruit fly and the human being?,The same DNA<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is a phylogenetic tree?,A phylogenetic tree is a diagrammatic representation of the evolutionary relationships among organisms based on shared characters<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,The term `evolution' was first used by which of the following?,Lamarck<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is a phylogeny?,A phylogeny is a hypothesis of evolutionary relationships among organisms.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,"What is the name of the type of hybridization in which a plant produces seeds that are sterile, but the plants themselves are fertile?",Apomixis<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is a phylogeny?,A phylogeny is a diagram or tree that shows the evolutionary relationships between organisms<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following is not a mechanism of evolution?,Divergent evolution<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following is a mechanism of evolution that occurs in response to environmental changes?,Natural Selection<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the term for the number of times a gene is represented in a cell?,Gene dosage<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,The theory of evolution by natural selection was first proposed by Charles Darwin.,False<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,4
No,None,The concept of homology is based on the principle of,Common descent<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is a phylogeny?,A phylogeny is a tree diagram that shows the evolutionary relationships between species.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,The rate of evolution is the rate of change of what?,A gene<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following best describes the process of evolution?,The change in gene frequency in a population over time<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the mechanism of evolution by which a new species can arise?,Speciation<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is a phylogenetic tree?,A phylogenetic tree is a diagrammatic representation of the evolutionary relationships among a group of organisms.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Why do we say that the evolution of the horse occurred in a series of small steps?,"The horse evolved from a small, many-toed, forest-dwelling animal to a large, single-toed, grassland-dwelling animal.<|end_of_text|>",Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following is not a mechanism of evolution?,Hybridization<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,How does the presence of vestigial structures in the human body support the theory of evolution?,They are a result of evolution<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the name of the evolutionary process that involves the accumulation of beneficial mutations in a population over time?,Natural Selection<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the name of the evolutionary theory that proposes that all living things are related by descent from a common ancestor?,Phylogenetic theory<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What are the two main types of mutations?,Point mutations and Chromosomal mutations<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the relationship between the number of alleles in a population and the probability that the alleles will be transmitted together?,"The more alleles there are in a population, the greater the probability that two or more will be transmitted together.<|end_of_text|>",Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following is an example of a homologous structure?,The forelimbs of birds and mammals<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the term for the change in the frequency of a gene or allele in a population over time?,Evolution<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,How does the fossil record provide evidence of the evolution of species?,Fossil records provide evidence of the evolution of species because the fossils of organisms found in rocks of different ages show changes in the structures of organisms over time.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is a cladogram?,A diagram that shows the branching pattern of a group of organisms based on shared characteristics.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the main difference between the Lamarckian and Darwinian theories of evolution?,Lamarckian theory is based on the inheritance of acquired characters while Darwinian theory is based on the inheritance of genetic variations.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,The mechanism of evolution that results in the formation of new species is called,Speciation<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the name of the mechanism of evolution that results in changes in the frequencies of alleles in a population?,Natural selection<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the relationship between the two species in a homologous pair?,They are more closely related than any other two species<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following is a mechanism of evolution that results in the formation of a new species?,Speciation<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is a phylogenetic tree?,A diagram showing the evolutionary relationships between organisms<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the main source of variation in populations?,Mutations<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following is not a mechanism of speciation?,Hybridization<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the main difference between a phylogenetic tree and a cladogram?,A phylogenetic tree shows evolutionary relationships among organisms while a cladogram shows evolutionary relationships among species<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the difference between a gene and an allele?,An allele is a variant of a gene.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,"The fossil record shows that the first dinosaurs were small, bipedal, and probably warm-blooded. What is the most likely reason for this?",The first dinosaurs were small because they were descended from small ancestors.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following statements is not a consequence of the Hardy-Weinberg principle?,The frequency of a gene in a population can change<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Give an example of a trait that is the result of natural selection.,Size of beak in Darwin's finches<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the name given to the process by which a new species arises?,Speciation<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following statements is false about the phylogenetic tree of the species of the genus Homo?,4. The phylogenetic tree is a diagrammatic representation of the evolutionary history of the species of the genus Homo.<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,The most common type of mutation is a point mutation that involves a single nucleotide base.,True<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,4
No,None,"In the following diagram, the dotted line represents the path of evolution of the horse. Give a possible explanation for the absence of a gap between the two branches of the tree.","The horse is a fast runner and is adapted to running on open ground. Therefore, it is not found in the forested areas.<|end_of_text|>",Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,The evolutionary history of a species is called its,phylogeny<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Name the type of selection that occurs when organisms that are better adapted to their environment survive and reproduce more successfully than those that are not as well adapted.,Natural Selection<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What are the three main mechanisms of evolution?,"Mutation, Gene Flow, Natural Selection<|end_of_text|>",Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Why do scientists study fossils?,To find out how organisms have changed over time<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the term for the process by which a species changes over time?,Evolution<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the name of the type of evolutionary change that occurs when a new species is formed by the splitting of a single population?,Allopatric Speciation<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,Which of the following statements is not true about the theory of evolution?,Evolution is a theory<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the term for the change in the frequency of a gene in a population?,Evolution<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the name given to the evolutionary theory that attributes all changes in life to natural selection?,Darwinism<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the term for the sequence of species from the most recent to the most ancient?,Phylogeny<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,"In a phylogenetic tree, what is the name of the most recent common ancestor of two or more taxa?",Ancestor<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the name of the process by which the genetic material of a single cell is doubled in preparation for cell division?,Mitosis<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,The fossil record provides evidence of evolution by what?,Natural selection<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is a phylogeny?,A phylogeny is a tree diagram showing the evolutionary relationships among organisms<|end_of_text|>,Biology,Mechanisms of Evolution and Phylogenies,,,1
No,None,What is the difference between a phylogeny and a cladogram?,"A phylogeny is a hypothesis of the evolutionary relationships among a group of organisms, whereas a cladogram is a diagram showing the hypothesized evolutionary relationships among a group of organisms.<|end_of_text|>",Biology,Mechanisms of Evolution and Phylogenies,,,1
